score
-70
-80
-80
-80
-72
-68
-70
-70
-70
-64
-62
-61
-60
-60
-58
-60
-58
-56
-52
-53
-50
-52
-53
-54
-55
-55
-54
-55
-55
-55
-53
-53
-55
-56
-57
-57
-56
-55
-55
-55
-55
-55
-55
-55
-55
-54
-55
-56
-56
-57
-57
-56
-56
-56
-56
-56
-56
-56
-55
-55
-55
-55
-53
-53
-53
-53
-54
-54
-55
-55
-54
-55
-54
-48
-48
-47
-48
-48
-47
-47
-47
-46
-46
-46
-46
-46
-46
-46
-46
-46
-46
-46
-46
-46
-46
-45
-46
-45
-46
-45
-45
-45
-45
-45
-45
-45
-45
-46
-46
-46
-46
-46
-46
-46
-46
-46
-46
-45
-45
-45
-45
-45
-45
-45
-45
-45
-45
-45
-45
-44
-44
-44
-44
-44
-44
-43
-43
-43
-44
-43
-44
-44
-44
-44
-44
-44
-44
-43
-43
-43
-43
-44
-44
-43
-43
-43
-43
-43
-43
-43
-42
-42
-42
-42
-42
-41
-42
-42
-42
-42
-42
-42
-42
-42
-42
-41
-41
-41
-41
-41
-41
-41
-41
-41
-41
-41
-41
-41
-41
-41
-41
-41
-40
-40
-40
-40
-40
-40
-40
-39
-39
-39
-39
-38
-38
-38
-38
-38
-38
-38
-38
-38
-38
-38
-38
-38
-38
-38
-38
-38
-38
-38
-37
-37
-37
-37
-37
-37
-37
-37
-37
-37
-37
-37
-37
-37
-37
-37
-37
-37
-37
-36
-36
-36
-36
-36
-36
-35
-35
-34
-34
-34
-34
-34
-34
-34
-33
-33
-33
-33
-33
-33
-33
-33
-32
-32
-32
-32
-32
-32
-32
-32
-32
-32
-31
-31
-31
-31
-31
-31
-31
-31
-31
-30
-30
-30
-30
-30
-30
-29
-29
-29
-29
-29
-29
-29
-29
-28
-28
-28
-28
-28
-28
-28
-28
-27
-27
-27
-27
-27
-27
-27
-27
-27
-27
-27
-27
-27
-26
-26
-26
-26
-26
-28
-27
-27
-27
-27
-27
-27
-27
-27
-25
-25
-25
-25
-25
-25
-25
-24
-24
-24
-24
-24
-24
-25
-24
-24
-24
-24
-24
-24
-24
-24
-24
-24
-22
-21
-21
-21
-21
-21
-21
-21
-20
-21
-21
-21
-21
-21
-20
-21
-21
-21
-21
-21
-21
-21
-21
-21
-21
-21
-21
-21
-21
-21
-21
-21
